Name	Global_Rank	US_Rank	Framework	Ecommerce	Analytics
drinksmixer.com	22,730	6,114	PHP		"Lotame Crowd Control,comScore,Google Analytics,New Relic,Lucky Orange,Tynt Tracer,Chartbeat"
drsfostersmith.com	14,764	3,585	"ASP_NET,J2EE,Adobe ColdFusion"	"Cart Functionality"	"SLI Systems,BloomReach,MediaMath,DoubleClick Floodlight,Omniture SiteCatalyst,OwnerIQ"
drugs.com	2,339	768	PHP		"Google Analytics,comScore,Google Analytics Enchanced Link Attribution,Preact,Interclick,Lotame Crowd Control,Safe Count,CrazyEgg,Quantcast Measurement,PageFair,DoubleClick Floodlight,VoiceFive"

drweil.com	15,641	3,693	"Shockwave Flash Embed,DAV,J2EE"		"Google Analytics,Real Media Group,comScore,Quantcast Measurement"
drfuhrman.com	22,391	5,292	"Microsoft Frontpage,Shockwave Flash Embed,Visual Studio,Adobe Dreamweaver"	1ShoppingCart	"Google Analytics,New Relic,Google Analytics Enchanced Link Attribution"
du.ac.in	10,421				
drrobertrey.com	17,066	2,931	"Shockwave Flash Embed,ASP_NET"		"Google Analytics"
drinkaware.co.uk	77,524		PHP,ASP_NET		"CrazyEgg,Google Analytics,Preact,Google eCommerce Conversion Tracking,Google Analytics with Ad Tracking"
drugabuse.gov	57,825	20,574	PHP		"Google Analytics,CrazyEgg,Preact"
dslreports.com	3,975	1,372			"Google Analytics,VoiceFive"
drjays.com	13,044	5,612	Perl	"Ve Interactive"	"Google Analytics,Krux Digital,MediaMath,Datalogix,Marin Software,Akamai Acerno,Certona,ChannelAdvisor,Neustar AdAdvisor,Rapleaf,Quantcast Measurement,Digital Window,Monetate,Acxiom"
drugs-forum.com	14,328	5,581	PHP		"Google Analytics,Tynt Tracer"
drudgereport.com	400	83			"Adometry,comScore,Nielsen//NetRatings,Datalogix,Lotame Crowd Control,Moat,Neustar AdAdvisor,Rapleaf,Quantcast Measurement,Invite Media,DoubleClick Floodlight,Acxiom,Twitter Analytics"
drudge.com	56,911	13,570	PHP		"Google Analytics,Quantcast Measurement,Site Meter"
dsw.com	5,129	1,429		"ATG Commerce"	"Google Analytics,Omniture Adobe Test and Target mboxCreate,Google eCommerce Conversion Tracking,Omniture Adobe Test and Target,Omniture SiteCatalyst"
dublincity.ie	118,665		"ASP_NET Ajax,Microsoft Office SharePoint"		"Google Analytics"
drugstore.com	3,488	926	PHP,ASP_NET	"Cart Functionality,ShopRunner"	"comScore,Omniture SiteCatalyst,TellApart,BloomReach,Safe Count,ChannelAdvisor,Google eCommerce Conversion Tracking,Monetate,VoiceFive,ForeSee Results"
dsebd.org	5,166		"Microsoft Frontpage,PHP"		"Google Analytics"
drugfree.org	111,726	44,594	"Shockwave Flash Embed,PHP"		"GetClicky,Google Analytics,comScore,DoubleClick Floodlight"
doublefine.com	88,075	54,863			"Google Analytics"
drbatras.com	48,533		"Shockwave Flash Embed,ASP_NET Ajax"		"Google Analytics,Google eCommerce Conversion Tracking,Open Tracker"
dpr.go.id	126,531		PHP		"Google Analytics"

dreamviews.com	63,656	42,328	PHP		"Piwik Web Analytics,Facebook Domain Insights,Cross Pixel Media,Google Analytics,MediaMath,Datalogix,I-Behavior,Lotame Crowd Control,Rapleaf,Open Web Analytics"

dost.gov.ph	17,809		PHP		"Google Analytics"
dpreview.com	1,216	909	"ASP_NET MVC"		"Alexa Metrics,Google Analytics,comScore,Alexa Certified Site Metrics"
dreamhost.com	2,039	1,119	PHP		"Google Analytics,Visual Website Optimizer"
drf.com	33,649	8,761	"Shockwave Flash Embed"		"Google Analytics,comScore,Efficient Frontier,Chartbeat"
dreammoods.com	17,432	6,821			"Adometry,Google Analytics,MediaMath,Dotomi,Twitter Analytics"
dragongoserver.net	74,868		PHP		
draftexpress.com	70,686	17,162	"Shockwave Flash Embed,PHP,Adobe Dreamweaver"		"Facebook Domain Insights,comScore,Google Analytics,Insight Express,Nielsen//NetRatings,MediaMath,Safe Count,Quantcast Measurement,Tynt Tracer,DoubleClick Floodlight,VoiceFive"
drexel.edu	21,793	8,366	"ASP_NET Ajax,Visual Studio"		"Google Analytics"

dosomething.org	36,565	14,378	PHP		"Facebook Domain Insights,Google Analytics,New Relic,Optimizely,Parse_ly"
drago99.com	58,405	45,851	"Microsoft Frontpage,Shockwave Flash Embed"		"Google Analytics"
dragcave.net	55,274	16,379			"Google Analytics"
dowjones.com	22,555	8,848	"Shockwave Flash Embed,PHP,ASP_NET"		"Google Analytics,Omniture SiteCatalyst"
dreamstime.com	666	623	PHP		"Google Analytics,Google Analytics Enchanced Link Attribution,Preact,Google Analytics with Ad Tracking,CrazyEgg,Google eCommerce Conversion Tracking,ClickDensity,eXTReMe Tracking"
dragginladies.com	209,608	48,861	PHP		"Google Analytics"
downloadatoz.com	4,655		"PHP,Frontpage Extensions"		"Facebook Domain Insights,Google Analytics"
dressupgames.com	16,320	11,724	PHP		"Google Analytics,Compuware Analytics"
dollarshaveclub.com	13,943	3,147	"Ruby on Rails,PHP,Ruby on Rails Token"	Magento	"Facebook Domain Insights,Piwik Web Analytics,Krux Digital,Datalogix,Facebook Conversion Tracking,Google Universal Analytics,Neustar AdAdvisor,SteelHouse,Mixpanel,New Relic,Google Analytics,MediaMath,Convertro,Optimizely,Rapleaf,DoubleClick Floodlight,Acxiom,Twitter Analytics"
doctorswithoutborders.org	50,218	26,925	"ASP_NET,Adobe ColdFusion"		"ClickTale,Facebook Domain Insights,Google Analytics,Preact,CrazyEgg,Google eCommerce Conversion Tracking,Quantcast Measurement,DoubleClick Floodlight,Dotomi,OwnerIQ"
dooce.com	30,838	8,663	"PHP,Frontpage Extensions,Hybrid"		"Facebook Domain Insights,Krux Digital,Insight Express,Nielsen//NetRatings,Datalogix,Efficient Frontier,Lotame Crowd Control,Mint,Quantcast Measurement,Adometry,comScore,Google Analytics,MediaMath,Netmining,MediaMind,Crowd Science,Safe Count,DoubleClick Floodlight,WordPress Stats"
dogbreedinfo.com	16,621	5,458	"Adobe Dreamweaver"		"Google Analytics"

dodge.com	19,610	5,149	"Shockwave Flash Embed"		"Google Analytics,Maxymiser,Anametrix,ForeSee Results"
domaintools.com	272	331	PHP		"Facebook Domain Insights,Google Analytics"
dofantasy.com	121,101		PHP		"Quantcast Measurement"
dogfoodadvisor.com	38,219	11,348	PHP		"Facebook Domain Insights,Alexa Metrics,Google Analytics,Optimizely,Alexa Certified Site Metrics"
dol.gov	16,614	3,749	PHP,ASP_NET		"Google Analytics,WebTrends"

domesticsale.com	27,366				

dominos.com	2,943	582	J2EE		"Google Content Experiments,Google Analytics,Compuware Analytics,WebTrends,DoubleClick Floodlight,Omniture Adobe Test and Target"
donotcall.gov	42,415	9,433			
doccheck.com	24,215		PHP		"Facebook Domain Insights,Google Analytics Anonymize IP,Google Analytics,Google Analytics Multiple Trackers"
dollforum.com	304,559	175,795	"Frontpage Extensions"		
dnaindia.com	1,371		PHP,ASP_NET		"Google Analytics,comScore,Compuware Analytics,Efficient Frontier,Google Analytics with Ad Tracking,MediaMind,whos_amung_us,Tynt Tracer"
domain.com.au	3,813		"ASP_NET Ajax"		"Nielsen//NetRatings,Preact,Omniture SiteCatalyst,CrazyEgg,Quantcast Measurement,Dotomi,Google Analytics,comScore,MediaMath,Google Analytics with Ad Tracking,MediaMind,Kampyle Analytics,Optimizely,Google eCommerce Conversion Tracking,Satellite,DoubleClick Floodlight"
dogtime.com	41,411	14,534	"Ruby on Rails,Ruby on Rails Token"		"Facebook Domain Insights,comScore,Google Analytics,New Relic,MediaMind,Google eCommerce Conversion Tracking,Quantcast Measurement,Dotomi"
dofus.com	2,786		"Shockwave Flash Embed"		"Facebook Domain Insights,Google Analytics,Google Analytics Enchanced Link Attribution"
doctorslounge.com	63,730	43,258	"PHP,Frontpage Extensions"		"Google Analytics"
donbest.com	60,115	21,770			"Google Analytics,Compete,Chartbeat"
doaj.org	59,606		PHP		"Google Universal Analytics,Google Analytics,MediaMath"
docsports.com	65,960	14,267	"Adobe Dreamweaver"		"Google Analytics,Google eCommerce Conversion Tracking"
goodtherapy.org	57,014	22,052	PHP		"Google Analytics,Quantcast Measurement"
goodvibes.com	91,804	26,269	J2EE	"Cart Functionality"	"Google Analytics"
gosugamers.net	18,338	24,565	PHP		"New Relic,Google Analytics,Quantcast Measurement,Google Analytics with Ad Tracking"
gourmetfoodstore.com	240,390	82,526	ASP_NET		"Facebook Domain Insights,Google Analytics,Google eCommerce Conversion Tracking"
goonersguide.com	44,246	72,935	PHP		"comScore,Alexa Analytics,Google Analytics,Datalogix,MediaMath,Quantcast Measurement,Acxiom,Add Free Stats"
goshtube.com	64,231	47,989			"Facebook Domain Insights,Google Analytics,StatCounter,Google Universal Analytics,whos_amung_us,Quantcast Measurement,Tynt Tracer,eXTReMe Tracking"
gourmetstation.com	749,944	190,905	"Ruby on Rails"		"Google Analytics,SSL Google Analytics"
gourmetsleuth.com	180,370	46,802	"ASP_NET Ajax,Telerik Controls"		"Cross Pixel Media,comScore,Google Analytics,Datalogix,MediaMath,Lotame Crowd Control,I-Behavior,Rapleaf,Neustar AdAdvisor,Invite Media,Quantcast Measurement,DoubleClick Floodlight,Acxiom,Twitter Analytics"
gotquestions.org	11,698	5,532	ASP_NET		"comScore,Google Analytics,Google Universal Analytics,MediaMath,Quantcast Measurement,Tynt Tracer"
gordonramsay.com	94,409			"Cart Functionality"	"Facebook Domain Insights,Google Analytics"
goodygumdrop.com	562,049	228,098	ASP_NET		
gothicblend.net	450,352	44,669	PHP		
gossipcenter.com	32,184	14,066	PHP		"Facebook Domain Insights,Datalogix,Buysight,Efficient Frontier,I-Behavior,Lotame Crowd Control,Neustar AdAdvisor,Quantcast Measurement,Dotomi,OwnerIQ,comScore,Google Analytics,Compuware Analytics,MediaMath,Chartbeat,MediaMind,Rapleaf,Invite Media,DoubleClick Floodlight,Compete,VoiceFive"
gotprint.net	10,416	2,278	J2EE		
goupstate.com	91,916	21,533			"Facebook Domain Insights,News Distribution Network,Datalogix,Buysight,Efficient Frontier,Omniture SiteCatalyst,Interclick,Lotame Crowd Control,Moat,Neustar AdAdvisor,Quantcast Measurement,Dotomi,Google Analytics,comScore,MediaMath,Invite Media,VoiceFive"
gothicsluts.com	262,182	88,824			"Google Analytics"
google.co.uk	30					google.co.uk	30		PHP		"Google Analytics Anonymize IP,Google eCommerce Conversion Tracking"
gourmet-coffee.com	263,528	70,419	PHP	X-Cart	"comScore,Google Analytics,Google eCommerce Conversion Tracking,MediaMath"

digikey.com	6,819	4,486	"ASP_NET Ajax,ASP_NET"		Adometry,WebTrends
digitalplayground.com	10,441	12,676	PHP		"Google Analytics"
di.fm	7,051	7,153	"Ruby on Rails,Ruby on Rails Token"		"Facebook Domain Insights,New Relic,Google Analytics,Google eCommerce Conversion Tracking,Google Analytics with Ad Tracking"

difesa.it	33,456		"ASP_NET Ajax,Microsoft Office SharePoint"		
digitalartsonline.co.uk	26,549	21,605	J2EE		"Krux Digital,comScore,Google Analytics,Insight Express,Datalogix,Omniture SiteCatalyst,Lotame Crowd Control,Tynt Tracer"
digg.com	492	345	Tornado		"Facebook Domain Insights,Google Analytics,Chartbeat"
diabetes.org	18,138	5,531	"Shockwave Flash Embed,J2EE"		"Google Content Experiments,Google Analytics,Google eCommerce Conversion Tracking,Quantcast Measurement,DoubleClick Floodlight,Google Analytics with Ad Tracking"
diabetesdaily.com	126,577	47,909	PHP		"Facebook Domain Insights,Google Analytics,New Relic,Google Analytics with Ad Tracking"
diablowiki.net	46,849	28,354			"Google Analytics,comScore,Quantcast Measurement"
diagnose-me.com	165,203	46,549	"Shockwave Flash Embed,PHP,Frontpage Extensions"		"Google Analytics"
dice.com	3,947	1,082			"Google Analytics,Marketo,Search Discovery Satellite,Omniture SiteCatalyst,Google Universal Analytics,Neustar AdAdvisor,Google eCommerce Conversion Tracking,Quantcast Measurement,Satellite,DoubleClick Floodlight,Monetate"

dickssportinggoods.com	3,122	769	PHP,J2EE	"GSI Commerce"	"Compuware Analytics,Omniture Adobe Test and Target,Omniture SiteCatalyst,ClearSaleing Inc,Certona,Dotomi,Monetate,ForeSee Results"
dickievirgin.com	268,262				

digital-photography-school.com	4,614	2,800	PHP	E-junkie	"CrazyEgg,Google Analytics,comScore,New Relic,Preact,aWeber"
diablofans.com	27,881	30,097	"Shockwave Flash Embed,ASP_NET MVC"		"comScore,Google Analytics,Nielsen//NetRatings,MediaMath,Datalogix,Efficient Frontier,Netmining,Lotame Crowd Control,Neustar AdAdvisor,Invite Media,Quantcast Measurement,Google Analytics Multiple Trackers,OwnerIQ"
digital-kaos.co.uk	48,603		PHP		"Google Analytics"
dickblick.com	15,296	3,623		"Cart Functionality"	"ClickTale,Google Analytics,ChannelAdvisor,Google eCommerce Conversion Tracking,Omniture SiteCatalyst,BrightTag"
digitalrev.com	26,025	37,303	J2EE	"Cart Functionality"	"Google Analytics,Google eCommerce Conversion Tracking"

directv.com	1,955	437	PHP,J2EE	"ATG Commerce"	"Facebook Domain Insights,TagMan,Datalogix,Tea Leaf Technologies,Omniture Adobe Test and Target,Omniture SiteCatalyst,Interclick,Neustar AdAdvisor,Monetate,Core Audience,Compuware Analytics,Omniture Adobe Test and Target mboxCreate,Netmining,Google eCommerce Conversion Tracking,Invite Media,IgnitionOne,DoubleClick Floodlight,IXI Digital"
dinamani.com	10,953		"Shockwave Flash Embed"		"Google Analytics,comScore,Insight Express,Nielsen//NetRatings,Datalogix,MediaMath,I-Behavior,Lotame Crowd Control,MediaMind,Google Universal Analytics,Safe Count,Neustar AdAdvisor,Rapleaf,DoubleClick Floodlight"
directionsmag.com	21,743		PHP		"Google Analytics,Quantcast Measurement,Google Analytics Multiple Trackers"
dilmahtea.com	612,326		PHP		"Google Analytics,Google eCommerce Conversion Tracking"
dinakaran.com	6,335		"Shockwave Flash Embed,ASP_NET"		"Alexa Metrics,Google Analytics,comScore,Alexa Certified Site Metrics"
digitalriver.com	7,226	3,404			"Google Analytics,Google Analytics Enchanced Link Attribution,Quantcast Measurement,Marketo"
dignitymemorial.com	34,636	6,749	ASP_NET,J2EE		"Google Analytics,DoubleClick Floodlight,Omniture SiteCatalyst,OpinionLab"
dior.com	17,807	23,864	J2EE	"Elastic Path"	"Google Analytics,Pingdom RUM"

dinewise.com	526,979	167,446	PHP	"Cart Functionality"	"Google Analytics,Quantcast Measurement,Facebook Conversion Tracking,Google Analytics with Ad Tracking"
dilbert.com	5,058	3,121	PHP		"Google Analytics,comScore,Nielsen//NetRatings,Datalogix,Lotame Crowd Control,MediaMind,Neustar AdAdvisor,Rapleaf,Quantcast Measurement,Invite Media,DoubleClick Floodlight,Acxiom,VoiceFive"
dillards.com	6,464	1,290	J2EE	"IBM Websphere Commerce"	"Google Analytics,FiftyOne,Coremetrics,Tea Leaf Technologies,Monetate,Google Analytics with Ad Tracking,OpinionLab"
discogs.com	1,495	1,475			"Facebook Domain Insights,Google Analytics,Google Universal Analytics,Google Analytics with Ad Tracking"
dinosaurbarbque.com	393,755	93,679			"Google Analytics"
digitaltrends.com	1,755	862	PHP		"Insight Express,Krux Digital,New Relic,comScore,Google Analytics,Nielsen//NetRatings,Chartbeat,Tynt Tracer,VoiceFive"
discountcoffee.com	547,834	112,780		Magento	"Google Analytics"
disboards.com	17,459	3,895	"PHP,Adobe Dreamweaver"		"Lotame Crowd Control,comScore,Google Analytics,MediaMath,Google Analytics with Ad Tracking"
digitalpoint.com	833				"Facebook Domain Insights,Google Analytics,Google Analytics with Ad Tracking"
dimemag.com	79,976	18,796	PHP		"Facebook Domain Insights,Google Analytics,comScore,Datalogix,MediaMath,Efficient Frontier,Lotame Crowd Control,Neustar AdAdvisor,Quantcast Measurement"
digitalspy.co.uk	2,514		PHP		"Facebook Domain Insights,Insight Express,Google Analytics,comScore,Nielsen//NetRatings,Compuware Analytics,AudienceScience,Efficient Frontier,Omniture SiteCatalyst,Chartbeat,Quantcast Measurement"
directlabs.com	200,374	35,759	"ASP_NET Ajax,Shockwave Flash Embed,Telerik Controls"		"Google Analytics,Google Analytics with Ad Tracking"
disclose.tv	16,767	9,407	PHP		"Facebook Domain Insights,comScore,New Relic,Google Analytics,Nielsen//NetRatings,MediaMath,Chartbeat,Tynt Tracer"
direct.gov.uk	3,063				"Google Analytics Anonymize IP,Google Analytics"
discovermagazine.com	13,929	5,155	"ASP_NET Ajax"		"Google Analytics,comScore,Datalogix,MediaMath,Netmining,MediaMind,Lotame Crowd Control,Neustar AdAdvisor,Invite Media,Quantcast Measurement,Acxiom,OwnerIQ"
disneystore.com	5,332	1,941	J2EE		"DoubleClick Floodlight,Omniture Adobe Test and Target,Omniture SiteCatalyst,ForeSee Results"
divascam.com	76,440		J2EE		"Google Analytics"
dmoz.org	840		J2EE		"comScore,Omniture SiteCatalyst"
disinfo.com	22,352	9,416	PHP	WooCommerce	"Facebook Domain Insights,comScore,Google Analytics,Nielsen//NetRatings,Datalogix,Omniture SiteCatalyst,Chartbeat,MediaMind,Quantcast Measurement,DoubleClick Floodlight,VoiceFive"
discover.com	2,579	536			"Bazaarvoice,Google Analytics,Omniture Adobe Test and Target mboxCreate,Omniture Adobe Test and Target,Omniture SiteCatalyst,OpinionLab,Google eCommerce Conversion Tracking,DoubleClick Floodlight"
diychatroom.com	47,110	15,689			"comScore,Google Analytics,Krux Digital,Datalogix,I-Behavior,Lotame Crowd Control,Safe Count,Neustar AdAdvisor,Quantcast Measurement,VoiceFive,IXI Digital"
diynetwork.com	6,802	1,849			"Insight Express,comScore,Google Analytics,Nielsen//NetRatings,Compuware Analytics,MediaMath,Datalogix,Omniture Adobe Test and Target,Omniture SiteCatalyst,Lotame Crowd Control,Google eCommerce Conversion Tracking,Neustar AdAdvisor,Acxiom"
dltk-kids.com	56,172	17,878	ASP_NET		"Adometry,comScore,Krux Digital,Datalogix,MediaMath,Buysight,Netmining,Neustar AdAdvisor,Rapleaf,Quantcast Measurement,DoubleClick Floodlight,VoiceFive,Acxiom,OwnerIQ"

dixondalefarms.com	917,687	134,779			"Google Analytics"
diversityinc.com	37,470	5,562	Tribune,PHP		"Alexa Metrics,Google Analytics Enchanced Link Attribution,Google Analytics,Preact,Alexa Certified Site Metrics,CrazyEgg,Quantcast Measurement,WordPress Stats"
diynot.com	24,068		PHP		"Facebook Domain Insights,Google Analytics,Quantcast Measurement"
discusscooking.com	109,122	39,291	PHP		"Facebook Domain Insights,Datalogix,Buysight,Lotame Crowd Control,Moat,Neustar AdAdvisor,Quantcast Measurement,Dotomi,OwnerIQ,comScore,Google Analytics,MediaMath,Google Analytics with Ad Tracking,Safe Count,Invite Media,VoiceFive,Twitter Analytics"

dlife.com	119,538	48,032	J2EE		"comScore,Google Analytics,Datalogix,MediaMath,Google Analytics with Ad Tracking,MediaMind,Safe Count,Quantcast Measurement,Dotomi,Acxiom,VoiceFive"
dmi.gov.tr	21,021		"Visual Studio"		"Google Analytics"



diytrade.com	11,274				"Facebook Domain Insights,Google Analytics"
discovery.com	1,567	591			"Facebook Domain Insights,Insight Express,Dynamic Logic,comScore,Google eCommerce Conversion Tracking,Nielsen//NetRatings"
divaescort.com	137,863		PHP		"Piwik Web Analytics,Google Analytics,Google Analytics Enchanced Link Attribution,Google Analytics Multiple Trackers"
disneylandparis.com	24,816		"Adobe Dreamweaver"		"Google Analytics,Atlas Action Tags,Omniture SiteCatalyst"

desiringgod.org	24,676	7,087	"Ruby on Rails,Ruby on Rails Token"		"Facebook Domain Insights,Google Universal Analytics,Google Analytics,New Relic"
designyoutrust.com	7,400	9,831	PHP		"Facebook Domain Insights,Google Analytics,New Relic"
designboom.com	5,962	5,539	PHP		"Facebook Domain Insights,Google Universal Analytics,Google Analytics,comScore,MediaMath"
dezeen.com	8,468	10,517	PHP		"Facebook Domain Insights,Google Analytics,comScore,Preact,XiTi,AT Internet,Google Analytics with Ad Tracking,StatCounter,CrazyEgg,Quantcast Measurement,Dotomi"
deviantart.com	131	95			"comScore,Google Analytics,Quantcast Measurement"
desmoinesregister.com	27,468	6,358	"Shockwave Flash Embed,ASP_NET"		"Facebook Domain Insights,Google Analytics,comScore,Nielsen//NetRatings,Omniture SiteCatalyst,OpinionLab,Chartbeat,Lotame Crowd Control,Google eCommerce Conversion Tracking,Neustar AdAdvisor"
destructoid.com	6,380	2,846	"Shockwave Flash Embed,PHP,Adobe Dreamweaver"		"Google Analytics,comScore,Neustar AdAdvisor,Quantcast Measurement,DoubleClick Floodlight,Compete,VoiceFive"
dexknows.com	11,987	3,512	ASP_NET		"comScore,Google Analytics,Google eCommerce Conversion Tracking,Optimizely"

dermnetnz.org	72,106	29,131	PHP		"Google Analytics"
designm.ag	14,575			E-junkie	"Facebook Domain Insights,Google Analytics"

designbeep.com	21,353		PHP		"Google Analytics,whos_amung_us,Tynt Tracer"
destatis.de	67,422		J2EE		
detroitlions.com	36,935	8,332	J2EE		"Facebook Domain Insights,Google Analytics,comScore,Omniture Adobe Test and Target,Omniture SiteCatalyst"
devry.edu	27,721	6,080	J2EE		"Google Analytics,Omniture Adobe Test and Target mboxCreate,Atlas Action Tags,WebTrends,Omniture Adobe Test and Target,Google Analytics with Ad Tracking,Omniture SiteCatalyst,BrightTag,Interclick,Invite Media,DoubleClick Floodlight"
dhl.com	1,473				WebTrends
devilsfilm.com	49,568	32,510			"Google Analytics"

desura.com	14,039	14,712		"Cart Functionality"	"Facebook Domain Insights,Google Analytics"
deseretnews.com	4,842	1,150	PHP		"Facebook Domain Insights,Krux Digital,Preact,Datalogix,Efficient Frontier,Omniture SiteCatalyst,CrazyEgg,Neustar AdAdvisor,Quantcast Measurement,comScore,Google Analytics,Convertro,Chartbeat,Google Content Experiments,Optimizely,Parse_ly,DoubleClick Floodlight,Acxiom"
dailycurrant.com	9,683	1,674	PHP		"comScore,Google Analytics,Compuware Analytics,MediaMath,Neustar AdAdvisor,Rapleaf,Quantcast Measurement,VoiceFive,Twitter Analytics"
dailyfx.com	3,053	3,668	"Shockwave Flash Embed,PHP"		"Facebook Domain Insights,Cedexis,Pingdom RUM,Google Analytics,Atlas Action Tags,Omniture SiteCatalyst"

cybercellar.com	368,885		"Ruby on Rails,Ruby on Rails Token"		"comScore,New Relic,Google Analytics,Preact,Visual Website Optimizer,CrazyEgg,Google eCommerce Conversion Tracking,iPerceptions,Twitter Analytics"
cyberciti.biz	2,198	2,666	PHP		"Insight Express,Google Analytics,Mint,DoubleClick Floodlight"
dailynews.com	31,799	9,107	J2EE		"Google Analytics Enchanced Link Attribution,Krux Digital,Datalogix,Efficient Frontier,BrightTag,Omniture SiteCatalyst,Lotame Crowd Control,Financial Content,Moat,Google Universal Analytics,Neustar AdAdvisor,Mixpanel,Quantcast Measurement,Dotomi,New Relic,comScore,Google Analytics,MediaMath,Safe Count,DoubleClick Floodlight,Acxiom,VoiceFive"
dadamo.com	102,947	33,976			
dafont.com	874	841	PHP		"Google Analytics"
dailykos.com	2,391	606	"Shockwave Flash Embed"	"Miva Merchant"	"Google Analytics,comScore,New Relic,Compuware Analytics,MediaMath,Chartbeat,Lotame Crowd Control,Google eCommerce Conversion Tracking,Quantcast Measurement,Mixpanel,DoubleClick Floodlight,Acxiom"
daddyswap.com	352,493	51,744	PHP		"Google Analytics,Google Analytics with Ad Tracking"
cyclingnews.com	11,134	5,178	"Shockwave Flash Embed,PHP"		"Google Analytics,comScore,Preact,Nielsen//NetRatings,Datalogix,Sitestat,TradeDoubler,CrazyEgg,Neustar AdAdvisor,Quantcast Measurement,Twitter Analytics"
dailybreeze.com	80,001	19,982	J2EE		"Real Media Group,Google Analytics Enchanced Link Attribution,Krux Digital,Nielsen//NetRatings,Datalogix,Efficient Frontier,BrightTag,Omniture SiteCatalyst,Lotame Crowd Control,Financial Content,Google Universal Analytics,Neustar AdAdvisor,Mixpanel,Quantcast Measurement,OwnerIQ,New Relic,comScore,Google Analytics,MediaMath,Netmining,MediaMind,Safe Count,Invite Media,DoubleClick Floodlight,Acxiom"
dailypress.com	37,237	8,339	J2EE		"comScore,Google Analytics,New Relic,Nielsen//NetRatings,News Distribution Network,Omniture SiteCatalyst,StatCounter,Chartbeat,Mixpanel,Quantcast Measurement"
dailyherald.com	22,048	5,711			"Facebook Domain Insights,Google Analytics,Quantcast Measurement,News Distribution Network"
dailypioneer.com	53,915		PHP,ASP_NET		"Google Analytics"
cwtv.com	5,788	1,958	PHP		"Facebook Domain Insights,Google Analytics,comScore,MediaMath,Omniture SiteCatalyst,MediaMind,Mixpanel,DoubleClick Floodlight,VoiceFive"
cvs.com	1,607	374	J2EE	"ATG Commerce"	"Google Analytics,WebTrends,Atlas Action Tags,Interclick,OpinionLab,Google eCommerce Conversion Tracking,Invite Media,DoubleClick Floodlight,Monetate,OwnerIQ,Kenshoo,ForeSee Results"
dailygalaxy.com	62,978	37,525			"Nielsen//NetRatings,Datalogix,Typepad Analytics,I-Behavior,Lotame Crowd Control,Neustar AdAdvisor,Quantcast Measurement,OwnerIQ,Google Analytics,comScore,MediaMath,Netmining,MediaMind,Rapleaf,DoubleClick Floodlight,Acxiom,VoiceFive"
cycleworld.com	39,760	19,754	PHP,LifeStyle		"Google Analytics,comScore,Nielsen//NetRatings,Quantcast Measurement,DoubleClick Floodlight,Omniture SiteCatalyst"
dailymail.co.uk	101	62			"Lotame Crowd Control,Facebook Domain Insights,Google Analytics,comScore,Compuware Analytics,Omniture SiteCatalyst"
dailycamera.com	27,362	8,635	J2EE		"Krux Digital,Datalogix,Efficient Frontier,Omniture SiteCatalyst,BrightTag,Lotame Crowd Control,Moat,Neustar AdAdvisor,Quantcast Measurement,Mixpanel,DataXu,Google Analytics,New Relic,comScore,MediaMath,Chartbeat,MediaMind,Parse_ly,Acxiom,VoiceFive,Twitter Analytics"
dailyfaceoff.com	31,627		"DAV,PHP,Fresh News,Frontpage Extensions"		"Adometry,comScore,Google Analytics,MediaMath,Efficient Frontier,Netmining,Lotame Crowd Control,MediaMind,OwnerIQ"
cyanogenmod.org	4,491		PHP		"Google Analytics,New Relic"
cybereagles.com	59,702	15,269			
dailyfinance.com	3,321	870			"Facebook Domain Insights,Safe Count,comScore,Google Analytics,Omniture SiteCatalyst"
debian.org	3,214	6,957			
deandeluca.com	60,679	20,260	"ASP_NET Ajax,ASP_NET,Combres"	"Cart Functionality"	"SLI Systems,Google Analytics,Google eCommerce Conversion Tracking,Baynote,Quantcast Measurement,Omniture SiteCatalyst,Google Analytics with Ad Tracking"
decor8blog.com	33,839	46,188	PHP		"Facebook Domain Insights,Google Analytics,Pingdom RUM,33 Across,Google Universal Analytics,Rapleaf,Quantcast Measurement,Tynt Tracer,WordPress Stats"
daveandbusters.com	81,583	14,944	"ASP_NET Ajax"		"MediaMind,Google Universal Analytics,Google Analytics,Google eCommerce Conversion Tracking,Omniture SiteCatalyst,Google Analytics with Ad Tracking"
davidicke.com	7,201	5,702	PHP	Magento	"Google Analytics,StatCounter"
dawateislami.net	38,913		"Shockwave Flash Embed,PHP,J2EE"		"Google Analytics,comScore"
davita.com	64,320	19,781	"PHP,ASP_NET,J2EE,Adobe Dreamweaver,Adobe ColdFusion"		"Google Analytics,Google Analytics Enchanced Link Attribution,Preact,Marketo,Efficient Frontier,Google Analytics with Ad Tracking,Lotame Crowd Control,CrazyEgg,Optimizely,Quantcast Measurement,DoubleClick Floodlight"
deadspin.com	1,798	445			"Facebook Domain Insights,Google Analytics,comScore,New Relic,Quantcast Measurement,DoubleClick Floodlight,Parse_ly"

